Complaint No,Customer ID,Customer Name,Complaint Description,Complaint Type,Equipment Type,Priority Type,Complaint Date,Assigned Date,WIPDate Time,WIPAge,Close Date,Vendor Name,Resolution Type,Complaint Age,PORelease Date,PORelease Age,Material Delivery Date,MTDAge,Work Closer Date,Comment Date,Comments,WIP Vendor Enginner  log Date,WEAge
,,,,,,,,,,,,,,,,,,,,04/04/2023 12:18:52,812907040418   bh 338214 \ cam position now ok,,
MAFIL_477813,1298,SAMARLAKOTA,NVR MONITOR NOT WORKING,NVR Not In network,NVR,Class B,04/01/2023 13:38:39,04/04/2023 10:27:20,,,04/06/2023 11:31:45,Enseigner Pvt Ltd,close,1,,,,,,04/06/2023 11:31:45,517132040604 Closed lan cable reconnected // BH 345442,,
MAFIL_477819,1920,AKARAMPALLI,BH 364566//Wireless Panic Switch BH Not Working battery faulty //zone disabled,Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/01/2023 14:41:09,04/04/2023 10:28:00,,,04/07/2023 17:49:14,Enseigner Pvt Ltd,close,2,,,,,,04/07/2023 17:49:14,517131070412  Wireless Panic Switch BH  Working battry change BH-364566,,
MAFIL_477820,1230,BEGUM BRIDGE,Alarm Panel Not In network / Open BY,Alarm Panel Not In network,Alarm Panel,Class A,04/01/2023 15:03:05,04/04/2023 10:21:31,,,04/06/2023 15:50:46,Techsis Ltd,close,2,,,,,,04/06/2023 15:50:46,703482060423  Bh 361071//power cable reconnected,,
MAFIL_477823,2441,CUNCOLIM,Alarm Panel Not In network / Open BY,Alarm Panel Not In network,Alarm Panel,Class A,04/01/2023 15:07:05,04/03/2023 11:30:07,,,04/03/2023 11:30:07,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/03/2023 11:30:07,812907040317  alarm panel lan cable reconnected \ bh 387836,,
MAFIL_477824,2335,ROYAPURAM MS KOYIL STREET,NVR HDD Failure //  ABH 379743 // Renovation completed,NVR HDD Failure,NVR,Class B,04/01/2023 15:11:01,04/04/2023 10:28:46,,,04/08/2023 15:19:17,Zubaid Infotech,close,3,,,,,,04/08/2023 15:19:17,517617080419 Closed HDD Changed | BH 357096,,
MAFIL_477825,3867,STATION BAZAR DHENKANAL,Alarm Panel Not In network / pen BY,Alarm Panel Not In network,Alarm Panel,Class A,04/01/2023 15:14:00,04/03/2023 09:22:44,,,04/04/2023 10:21:19,Zubaid Infotech,close,1,,,,,,04/04/2023 10:21:19,812907040405  lan xcable reconnected \ bh 362997,,
MAFIL_477826,2086,THOLKAPIYAR STREET VELLORE,foot panic switch not working,Foot Panic Switch Not Working,Alarm Panel,Class B,04/01/2023 15:22:09,04/04/2023 10:29:26,,,04/05/2023 12:39:57,Zubaid Infotech,close,0,,,,,,04/05/2023 12:39:57,703482050417  recister replaced//BH 347467,,
MAFIL_477828,2510,METTUPALAYAM,safe room vibrator not working,Vibration Sensor Not Working,Alarm Panel,Class B,04/01/2023 15:37:51,04/04/2023 10:30:07,,,04/06/2023 16:23:02,Zubaid Infotech,close,1,,,,,,04/01/2023 15:37:51,safe room vibrator not working,,
,,,,,,,,,,,,,,,,,,,,04/06/2023 16:23:02,703482060425  ABH 389731//recister changed,,
MAFIL_477829,10001,HeadOffice,Mafil 3 Xtend Issue,B,Workstation,Class A,04/01/2023 15:53:32,04/01/2023 15:54:33,,,04/01/2023 15:54:33,Aforeserve.com Ltd,close,0,,,,,,04/01/2023 15:54:33,516716030410 Closed Xtend Reinstalled,,
MAFIL_477831,1581,SHIGGOAN,Wireless Panic Switches Not Working // zone 05 disabled,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/01/2023 16:08:36,04/04/2023 10:30:47,,,04/10/2023 13:45:56,CHUBB SYSTEMS PRIVATE LIMITED,close,5,,,,,,04/10/2023 13:45:56,516953100418 Closed BH  362474 //Two battery replaced now wireless alert ok,,
MAFIL_477833,10001,HeadOffice,Offline F2 Xtend Issue,B,Workstation,Class A,04/01/2023 16:15:08,04/01/2023 16:15:54,,,04/01/2023 16:15:54,Aforeserve.com Ltd,close,0,,,,,,04/01/2023 16:15:54,516716030411 Closed Xtend Reinstalled,,
MAFIL_477834,10001,HeadOffice,Offline F2 Mouse Not Working,B,Workstation,Class A,04/01/2023 16:17:59,04/01/2023 16:19:56,,,04/01/2023 16:19:56,Aforeserve.com Ltd,close,0,,,,,,04/01/2023 16:19:56,516716030412 Closed Mouse Replaced,,
MAFIL_477836,10001,HeadOffice,Mafil 6 Xtend Issue,B,Workstation,Class A,04/01/2023 16:23:39,04/01/2023 16:26:00,,,04/01/2023 16:26:00,Aforeserve.com Ltd,close,0,,,,,,04/01/2023 16:26:00,516716030414 Closed Temp Cleaned | Now OK,,
MAFIL_477837,10001,HeadOffice,GPS System (46) Hang,B,Workstation,Class A,04/01/2023 16:28:29,04/01/2023 16:29:31,,,04/01/2023 16:29:31,Aforeserve.com Ltd,close,0,,,,,,04/01/2023 16:29:31,516716030414 Closed Temp Cleaned | Now OK,,
MAFIL_477839,0227,GHANSOLI RAILWAY STATION,Wireless Panic Switch BH Not Working //zone 05 disabled,Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/01/2023 16:36:30,04/03/2023 17:16:02,,,05/05/2023 16:25:59,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/05/2023 15:45:59,"wireless panic issue cleared
alert not received
branch network issue IN 186374
abh code 325643",,
,,,,,,,,,,,,,,,,,,,,05/05/2023 16:25:59,CLEARD,,
MAFIL_477842,1321,KANJIRAMKULAM,nvr  not in network,NVR Not In network,NVR,Class B,04/01/2023 17:20:38,04/01/2023 17:23:01,,,04/01/2023 17:23:01,MX Electronics Pvt Ltd,close,0,,,,,,04/01/2023 17:23:01,812907040135  nvr cable reconnected \ bh 359756,,
MAFIL_477844,1997,SIROHI RAJASTHAN,washroom panicswich not working,Panic Switch Wired Washroom Cabin Not Working,Alarm Panel,Class B,04/01/2023 17:42:11,04/04/2023 10:31:25,,,04/06/2023 14:49:43,Techsis Ltd,close,1,,,,,,04/06/2023 14:49:43,517131060401  washroom panicswich working cable reconnected BH-380223,,
MAFIL_477846,2317,KESHWAPURA HUBLI,BUZZER NOT WORKING,buzzer not working,GRILL GATE AUTO LOCK,Class C,04/01/2023 18:12:06,,,,,Not Assigned,Open,0,,,,,,04/01/2023 18:12:06,BUZZER NOT WORKING,,
MAFIL_477848,0296,"M.C ROAD, MUVATTUPUZHA",Wireless Panic Switches Not Working //Zone 04 disabled,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/01/2023 18:50:52,04/03/2023 17:16:32,,,04/04/2023 09:58:41,MX Electronics Pvt Ltd,close,0,,,,,,04/04/2023 09:58:41,515916040402  Bh 344140 One battery replaced,,
MAFIL_477849,0954,CHENNARAYAPATANNA,Alarm Panel Not In network,Alarm Panel Not In network,Alarm Panel,Class A,04/01/2023 19:05:42,04/04/2023 10:22:24,,,04/07/2023 17:42:34,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,04/07/2023 17:42:34,517131070410  alarm panal working power cable reconnected  BH-372682,,
MAFIL_477850,2223,NAROSARAVUPETTA,Foot Panic Switch Not Working // Zone 6 disabled,Foot Panic Switch Not Working,Alarm Panel,Class B,04/01/2023 19:09:11,04/04/2023 10:32:08,,,04/10/2023 17:26:07,Enseigner Pvt Ltd,close,5,,,,,,04/10/2023 17:26:07,703482100435  ABH 392187// foot panic realesed,,
MAFIL_478759,0960,WAGHODIA ROAD,Zone 17&18 disabled,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/02/2023 02:51:05,04/03/2023 17:17:07,,,,Techsis Ltd,PO Released,36,05/02/2023 16:01:51,18,,,,,,04/14/2023 14:29:03,
MAFIL_478760,0006,CHITTUR COCHIN,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 04:40:25,04/04/2023 10:23:14,,,04/05/2023 11:53:14,MX Electronics Pvt Ltd,close,1,,,,,,04/05/2023 11:53:14,516953050403 closed ABH 17569 cable re connected now panel woking ok,,
MAFIL_478761,0062,RAMANATHAPURAM,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 04:44:31,04/04/2023 10:23:56,,,04/04/2023 11:50:25,Zubaid Infotech,close,0,,,,,,04/04/2023 11:50:25,alarm panel working properly,,
MAFIL_478762,0069,YESHWANTHPUR,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 04:47:37,04/04/2023 10:24:37,,,04/04/2023 18:29:36,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/04/2023 18:29:36,516953040417 Closed BH356701// cable reconnected now panel workin ok,,
MAFIL_478763,0146,"J.P ROAD,RAJAMUNDRY",Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 04:51:10,04/04/2023 10:25:28,,,04/05/2023 14:10:21,Enseigner Pvt Ltd,close,1,,,,,,04/05/2023 14:10:21,516122050429  BH 354659 alarm panel rj 45 jack changed.,,
MAFIL_478764,0189,TIRUVAIYARU,Center Camera Not In network// DSR log,Center Camera Not In network,CCTV,Class B,04/02/2023 04:56:44,04/03/2023 17:17:40,,,04/04/2023 11:30:32,Zubaid Infotech,close,0,,,,,,04/04/2023 11:30:32,515916040408  Power adapter replaced,,
MAFIL_478765,0194,THIRUVILWAMALA,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 04:59:58,04/04/2023 10:26:14,,,04/04/2023 12:01:19,MX Electronics Pvt Ltd,close,0,,,,,,04/04/2023 12:01:19,516122040413  BH 352399 alarm panel restarted.,,
MAFIL_478766,0197,KUTTIPURAM,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 05:03:31,04/04/2023 10:26:56,,,04/13/2023 17:24:21,MX Electronics Pvt Ltd,close,9,,,,,,04/13/2023 17:24:21,5570050401  lan cable reconnected BH 375997 CLOSED ON 05/04/23,,
MAFIL_478767,0231,OLAVAKODE,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 05:08:49,04/04/2023 10:27:34,,,04/04/2023 11:57:50,MX Electronics Pvt Ltd,close,0,,,,,,04/04/2023 11:57:50,516122040411  BH 318494 alarm panel lan cable reconnected.,,
MAFIL_478768,0289,KUZHITTURAI,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 05:13:54,04/04/2023 10:28:14,,,04/05/2023 09:53:06,Zubaid Infotech,close,0,,,,,,04/05/2023 09:53:06,515916050401  Abh 367788 Alarm panel already working\Wireless one battery replaced,,
MAFIL_478769,0353,THIRUVAMBADI,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 05:19:34,04/04/2023 10:29:46,,,04/04/2023 16:52:25,MX Electronics Pvt Ltd,close,0,,,,,,04/04/2023 16:52:25,alaram panel already working \\ bh 332615,,
MAFIL_478770,0365,PUDUKKAD,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 05:30:59,04/04/2023 10:32:10,,,04/04/2023 11:59:07,MX Electronics Pvt Ltd,close,0,,,,,,04/04/2023 11:59:07,516122040412  BH 351985 alarm panel lan cable reconnected.,,
MAFIL_478771,0493,MAVOOR,Safe Camera Not In network// DSR log,Safe Camera is not working,CCTV,Class A,04/02/2023 22:37:33,04/04/2023 10:33:17,,,04/08/2023 16:59:32,MX Electronics Pvt Ltd,close,4,,,,,,04/08/2023 16:59:32,517131080406  New Safe Camera is working BH-15680,,
MAFIL_478772,0519,ELANAD,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 22:41:29,04/04/2023 10:33:55,,,04/06/2023 14:51:15,MX Electronics Pvt Ltd,close,2,,,,,,04/06/2023 14:51:15,516122060428  BH 12020 alarm panel lan cable reconnected.,,
MAFIL_478773,0527,RAMANATHAPUR,Safe Camera Not In network// DSR log,Safe Camera is not working,CCTV,Class A,04/02/2023 22:45:47,04/04/2023 10:34:48,,,04/05/2023 10:49:23,Enseigner Pvt Ltd,close,1,,,,,,04/05/2023 10:49:23,516122050404  BH 358800 safe camera lan cable reconnected.,,
MAFIL_478774,0569,KADAKKAL,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 22:48:56,04/04/2023 10:35:27,,,04/04/2023 12:20:54,MX Electronics Pvt Ltd,close,0,,,,,,04/04/2023 12:20:54,516122040418  BH 13020 alarm panel lan cable reconnected.,,
MAFIL_478775,0571,BANJARAHILLS ROAD NO-1,Center Camera Not In network// DSR log,Center Camera Not In network,CCTV,Class B,04/02/2023 22:54:43,04/03/2023 17:18:13,,,04/04/2023 12:23:44,Enseigner Pvt Ltd,close,0,,,,,,04/04/2023 12:23:44,812907040419  cable reconnected,,
MAFIL_478776,0622,MATHOTTAM,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 23:28:11,04/04/2023 10:37:02,,,04/04/2023 16:56:28,MX Electronics Pvt Ltd,close,0,,,,,,04/04/2023 16:56:28,812907040442 Closed bh 332615 \ already working,,
MAFIL_478777,0638,PERAMBRA TCR,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 23:31:40,04/04/2023 10:37:59,,,04/10/2023 10:46:11,MX Electronics Pvt Ltd,close,6,,,,,,04/10/2023 10:46:11,516122100405  BH 83494 alarm panel restarted.,,
MAFIL_478778,0685,IRIKKUR,Entrance Camera Not In network// DSR log,Entrance Camera Not In network,CCTV,Class B,04/02/2023 23:38:48,04/03/2023 17:18:46,,,04/10/2023 12:08:22,MX Electronics Pvt Ltd,close,0,,,,,,04/10/2023 12:08:22,703482100408   BH315590// adpter changed,,
MAFIL_478779,0715,NAGARBHAVI CIRCLE BANGALORE,Alarm Panel Not In network// DSR log,Alarm Panel Not In network,Alarm Panel,Class A,04/02/2023 23:43:09,04/04/2023 10:38:37,,,04/07/2023 10:54:43,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,04/07/2023 10:54:43,517132040703 Closed BH 378979 // lan cable reconnected,,
MAFIL_478780,10001,HeadOffice,iball 1 monitor issue,B,Workstation,Class A,04/03/2023 02:45:08,04/03/2023 02:48:04,,,04/03/2023 02:48:04,Aforeserve.com Ltd,close,0,,,,,,04/03/2023 02:48:04,5570020401  power cable & monitor cable reconnected  working ok,,
MAFIL_478781,10001,HeadOffice,ibal 9 system time  error issue,B,Workstation,Class A,04/03/2023 02:50:33,04/03/2023 02:53:26,,,04/03/2023 02:53:26,Aforeserve.com Ltd,close,0,,,,,,04/03/2023 02:53:26,5570020402  time server syncronized working ok,,
MAFIL_478782,10001,HeadOffice,MAFIL 03 system time eror,B,Workstation,Class A,04/03/2023 05:06:28,04/03/2023 05:08:39,,,04/03/2023 05:08:39,Aforeserve.com Ltd,close,0,,,,,,04/03/2023 05:08:39,Time server synchornized //working ok,,
MAFIL_478783,10001,HeadOffice,ALL XTEND not working {could not connect to the sever },B,Workstation,Class A,04/03/2023 06:27:32,04/03/2023 17:31:52,,,04/03/2023 17:31:52,Aforeserve.com Ltd,close,0,,,,,,04/03/2023 17:31:52,7723040302-Issue resolved,,
MAFIL_478784,2488,SHIVAGANGA,NVR MONITOR NOT WORKING,Monitor Not In network,NVR,Class B,04/03/2023 09:47:46,04/04/2023 10:32:55,,,04/07/2023 12:01:34,Zubaid Infotech,close,2,,,,,,04/07/2023 12:01:34,703482070415  BH 374705// smps board changed,,
MAFIL_478785,0656,BAILHONGAL,GL 1 PANIC SWITCH NOT WORKING,Panic Switch Wired Cash Cabin Not Working,Alarm Panel,Class B,04/03/2023 09:49:41,04/04/2023 09:43:55,,,04/10/2023 13:34:50,CHUBB SYSTEMS PRIVATE LIMITED,close,5,,,,,,04/03/2023 09:49:41,GL 1 PANIC SWITCH NOT WORKING,,
,,,,,,,,,,,,,,,,,,,,04/10/2023 13:34:50,516953100415 Closed BH  370527// new wired panic switch replaced now alert ok,,
MAFIL_479764,0501,CHERUKUNNU,Entrance Camera SD Card Failure // BH 377051,Entrance Camera SD Card Failure,CCTV,Class B,04/03/2023 10:20:31,04/04/2023 09:44:48,,,04/13/2023 13:34:47,MX Electronics Pvt Ltd,close,8,,,,,,04/13/2023 13:34:47,517617130414 Closed SD Card Changed | BH 18030,,
MAFIL_479765,2602,BHALKI MAIN ROAD,This complaint is for human Error,NVR Power Failure,NVR,Class B,04/03/2023 10:27:30,04/03/2023 14:49:43,,,04/08/2023 16:09:22,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/08/2023 16:09:22,703482080434  BH 357039// new nvr moniter installed,,
,,,,,,,,,,,,,,,,,,,,04/03/2023 10:27:30,nvr monitor not working,,
MAFIL_479766,3546,DAUSA RAJASTHAN,not in network,OutSide Camera Not In network,CCTV,Class B,04/03/2023 10:27:36,04/03/2023 10:38:35,,,04/03/2023 10:38:35,Techsis Ltd,close,0,,,,,,04/03/2023 10:38:35,812907040309  outide cam adapter changed \ bh 364915,,
MAFIL_479767,3546,DAUSA RAJASTHAN,brightness issue,NVR  moniter brightness issue,NVR,Class B,04/03/2023 10:28:59,04/03/2023 10:40:29,,,04/03/2023 10:40:29,Techsis Ltd,close,0,,,,,,04/03/2023 10:40:29,812907040310  nvr monitor replaced \  bh 364915,,
MAFIL_479768,2765,SOLA ROAD,"nvr monitor not working showing msg as ""no signal"".
branch network is working but nvr output not showing",NVR Not In network,NVR,Class B,04/03/2023 10:34:28,04/03/2023 14:51:07,,,04/07/2023 13:24:50,Techsis Ltd,close,0,,,,,,04/07/2023 13:24:50,5570070403 Closed power reconnected working ok BH 354879,,
MAFIL_479769,2614,CHITTODE,CCTV CAMERA NOT WORKING,Safe Camera is not working,CCTV,Class A,04/03/2023 10:36:48,,,,04/03/2023 14:48:58,Not Assigned,close,0,,,,,,04/03/2023 14:48:58,All Camera Working/bH - 371079,,
MAFIL_479770,2614,CHITTODE,NVR MONITOR NOT WORKING,NVR Power Failure,NVR,Class B,04/03/2023 10:38:12,04/03/2023 14:50:10,,,04/08/2023 12:33:26,Zubaid Infotech,close,0,,,,,,04/08/2023 12:33:26,703482080418  BH 371079// moniter smps board changed,,
MAFIL_479771,2949,KALLUVATHIKKAL,footpanic automatic ringing \\ zone 06 enabled.,Foot Panic Switch Not Working,Alarm Panel,Class B,04/03/2023 10:39:08,04/03/2023 10:41:42,,,04/03/2023 10:41:42,MX Electronics Pvt Ltd,close,0,,,,,,04/03/2023 10:41:42,516122030405 Closed BH 316836 footpanic new installed.,,
MAFIL_479772,0705,MAYANNOOR,Alarm ringing always,PIR Sensor Outsid safe room is not Working,Alarm Panel,Class A,04/03/2023 10:43:14,04/04/2023 10:39:15,,,04/06/2023 17:14:39,MX Electronics Pvt Ltd,close,2,,,,,,04/03/2023 10:43:14,ALARM RINGING ALWAYS,,
,,,,,,,,,,,,,,,,,,,,04/06/2023 17:14:39,516122060435  BH 18060 outside pir already working.,,
MAFIL_479773,0768,MAHIPALPUR,out side pir not working,PIR Sensor Outsid safe room is not Working,Alarm Panel,Class A,04/03/2023 10:46:03,04/04/2023 10:40:01,,,04/07/2023 11:30:30,Techsis Ltd,close,3,,,,,,04/07/2023 11:30:30,517132040706 Closed BH 360058 // new pir sensor installed,,
MAFIL_479775,2659,ST THOMAS MOUNT,Irregular low sound,Foot Panic Switch Not Working,Alarm Panel,Class B,04/03/2023 10:55:38,04/03/2023 14:50:36,,,04/04/2023 12:36:26,Zubaid Infotech,close,0,,,,,,04/03/2023 10:55:38,Irregular low sound,,
,,,,,,,,,,,,,,,,,,,,04/04/2023 12:36:26,515916040406  Bh 347302 Hooter reconnected\foot panic working,,
MAFIL_479776,2036,NAVANAGAR,BUZZER NOT WORKING,buzzer not working,GRILL GATE AUTO LOCK,Class A,04/03/2023 10:59:33,,,,,Not Assigned,Open,0,,,,,,04/03/2023 10:59:33,BUZZER NOT WORKING,,
MAFIL_479778,2441,CUNCOLIM,wirreless panic switch not working,Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/03/2023 11:15:34,04/04/2023 10:33:55,,,,CHUBB SYSTEMS PRIVATE LIMITED,PO Released,34,04/29/2023 17:47:04,15,,,,,,04/14/2023 11:46:00,
MAFIL_479779,1567,RAMACHANDRAPURAM HYDERABAD,LAST 6 MONTHS CONTINUES PIR SENCOR ALERT COMING AT MIDNIGHT SO MANY TIMES COMPLAINED BUT NO USE PLEASE RECTIFY THIS ISSUE AS SOON AS POSSIBLE,PIR Sensor Outsid safe room is not Working,Alarm Panel,Class A,04/03/2023 11:17:20,04/04/2023 10:35:03,,,04/06/2023 14:15:04,Enseigner Pvt Ltd,close,2,,,,,,04/03/2023 11:17:20,LAST 6 MONTHS CONTINUES PIR SENCOR ALERT COMING AT MIDNIGHT SO MANY TIMES COMPLAINED BUT NO USE PLEASE RECTIFY THIS ISSUE AS SOON AS POSSIBLE,,
,,,,,,,,,,,,,,,,,,,,04/06/2023 14:15:04,515916060422  Bh 377389 Cable reconnected,,
MAFIL_479781,0402,ERUMELY,one gps is not working charged but call not recived from head office GPS NO: 864502037880143,one gps not working,GPS,Class C,04/03/2023 11:24:43,,,,04/08/2023 10:53:05,Not Assigned,close,0,,,,,,04/08/2023 10:53:05,gps active22663,,
MAFIL_479783,0054,SAKINAKA,BH CABIN PANIC SWITCH,Panic Switch Wired BH Cabin Not Working,Alarm Panel,Class B,04/03/2023 11:29:17,04/04/2023 09:45:32,,,,CHUBB SYSTEMS PRIVATE LIMITED,PO Released,35,05/02/2023 16:00:28,18,,,,,,04/11/2023 15:37:12,
MAFIL_479784,0425,KOZHENCHERY,wirelesspanic switch not working,Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/03/2023 11:37:02,04/03/2023 11:58:43,,,04/03/2023 11:58:43,MX Electronics Pvt Ltd,close,0,,,,,,04/03/2023 11:58:43,516122030408  BH 308059 pmc done.,,
MAFIL_479785,1337,KOTTIYAM,No camera view in NVR,Monitor Display Not Clear,NVR,Class B,04/03/2023 11:51:36,04/03/2023 12:20:30,,,04/03/2023 12:20:30,MX Electronics Pvt Ltd,close,0,,,,,,04/03/2023 12:20:30,515916030402  bh-15655\camera restarted and added to nvr,,
MAFIL_479786,1287,"CHAKAN ,PUNE",Entrance camera not in network |,Entrance Camera Not In network,CCTV,Class B,04/03/2023 12:07:38,04/04/2023 10:35:51,,,04/13/2023 18:28:13,CHUBB SYSTEMS PRIVATE LIMITED,close,8,,,,,,04/13/2023 18:28:13,"7723041306  Not in network ok,SD card issue-MAFIL_489273",,
MAFIL_479787,0697,LB NAGAR RTC COLONY,wireless panicswitch not working,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/03/2023 12:18:37,04/04/2023 09:46:13,,,04/05/2023 12:42:57,Enseigner Pvt Ltd,close,0,,,,,,04/03/2023 12:18:37,wireless panicswitch not working,,
,,,,,,,,,,,,,,,,,,,,04/05/2023 12:42:57,516122050424  BH 346170 wireless panic switch new key changed.,,
MAFIL_479788,3777,ETAH UP,zone 11 disabled.,Magnetic Sensor Not Working,Alarm Panel,Class A,04/03/2023 12:23:19,04/03/2023 14:53:41,,,04/04/2023 12:44:16,Techsis Ltd,close,0,,,,,,04/04/2023 12:44:16,516122040430  BH 361048 magnetic sensor working properly.,,
MAFIL_479790,3376,SOLUR RAMNAGAR,zone 7 disabled,Magnetic Sensor Not Working,Alarm Panel,Class A,04/03/2023 12:27:57,04/03/2023 14:52:45,,,04/06/2023 11:42:13,CHUBB SYSTEMS PRIVATE LIMITED,close,2,,,,,,04/06/2023 11:42:13,515916060411  Bh 379012  One magnetic sensor replaced,,
MAFIL_479792,2794,HANAGAL,zone 04 disabled.,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/03/2023 12:36:07,04/03/2023 14:51:57,,,04/05/2023 10:36:05,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/05/2023 10:36:05,703482050407  BH 366206// battery  replaced,,
MAFIL_479794,2822,PATTOM,nvr not working,NVR Not In network,NVR,Class B,04/03/2023 12:39:17,04/03/2023 14:52:20,,,04/06/2023 13:41:34,MX Electronics Pvt Ltd,close,0,,,,,,04/03/2023 12:39:17,nvr not working,,
,,,,,,,,,,,,,,,,,,,,04/06/2023 13:36:15,703482060417  BH 351857// moniter board servicing & network cable reconnected,,
MAFIL_479795,3777,ETAH UP,NVR NO DISPLAY,NVR Power Failure,NVR,Class B,04/03/2023 12:40:24,04/03/2023 14:54:05,,,04/04/2023 12:24:23,Techsis Ltd,close,0,,,,,,04/03/2023 12:40:24,NVR NO DISPLAY,,
,,,,,,,,,,,,,,,,,,,,04/04/2023 12:24:23,517617040407 Closed Power Cable Reconnected | Now Ok | BH 361048,,
MAFIL_479796,3506,GANDHIGHAT AGARTALA,"Panic switch wash room, Cash cabin, BH cabin not working // ABH 366473",Panic Switches Not Working,Alarm Panel,Class B,04/03/2023 12:46:58,04/03/2023 14:53:13,,,04/06/2023 10:32:08,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/06/2023 10:32:08,516122060407  ABH 366473 panic switch working properly.,,
MAFIL_479800,0123,UDUPI,"Entrance camera faulty, need to replace",Entrance Camera Not In network,CCTV,Class B,04/03/2023 13:13:59,04/04/2023 09:46:55,,,04/11/2023 11:38:26,CHUBB SYSTEMS PRIVATE LIMITED,close,6,,,,,,04/11/2023 11:38:26,703482110413 Closed Lan cable Reconnected | BH 348064,,
MAFIL_479801,1159,PATEL COLONY JAMNAGAR,wireless panioc switch not working,Wireless Panic Switch Guard Not Working,Alarm Panel,Class B,04/03/2023 13:15:48,04/04/2023 09:47:32,,,04/11/2023 17:37:18,Techsis Ltd,close,6,,,,,,04/11/2023 17:37:18,517131110417  Wireless Panic Switch Working BH newwireless BH-366523,,
MAFIL_479802,0793,NORTH USMAN ROAD,outside camera not working,OutSide Camera Not In network,CCTV,Class B,04/03/2023 13:19:23,04/04/2023 09:48:10,,,04/05/2023 15:23:36,Zubaid Infotech,close,0,,,,,,04/03/2023 13:19:23,nil,,
,,,,,,,,,,,,,,,,,,,,04/05/2023 15:23:36,517617050406 Closed RJ 45 Replaced | BH 39140,,
MAFIL_479807,1384,BIDAR,wireless panic switch not working &wash room panic switch not working,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/03/2023 13:50:19,04/04/2023 10:36:29,,,04/08/2023 12:27:17,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,04/03/2023 13:50:19,wireless panic switch not working &wash room panic switch not working,,
,,,,,,,,,,,,,,,,,,,,04/08/2023 12:27:17,517132040814 Closed ABH 346354 // battery replaced,,
MAFIL_479810,3219,"LUNAWALA GODRA HIGHWAY,GUJRAT",Panic Switch Wired Cash Cabin Not Working// zone 05 disabled,Panic Switch Wired Cash Cabin Not Working,Alarm Panel,Class B,04/03/2023 14:12:39,04/03/2023 14:13:31,,,04/12/2023 13:35:07,Techsis Ltd,close,0,,,,,,04/12/2023 13:35:07,703482120440  BH375813//new panic switch added,,
MAFIL_479817,2437,"TB CIRCLE ,PRODDUTUR,AP",Alarm Panel Not In networ,Alarm Panel Not In network,Alarm Panel,Class A,04/03/2023 14:43:57,04/04/2023 10:37:51,,,04/05/2023 17:09:48,Enseigner Pvt Ltd,close,1,,,,,,04/05/2023 17:09:48,517617050409 Closed Rj 45 replaced | BH 341687,,
